idkop;nmkop;kelurahan;kecamatan;nobh;tglbh;aktif;tdkaktif;Anggt;rat;tglrat;Krywn;Mngr;modalsendiri;modalluar;volusaha;shu;asset
 104 ; KSU. Widhi Sedana Yoga ; Desa Kubutambahan ; Kubutambahan ; 16/BH/XXVII.3/IX/2011 ;27/10/2011; - ; 1 ; - ; - ;00/01/1900; - ; - ; - ; - ; - ; - ; - 
 105 ; KSU. Maju Bersama ; Patas ; Gerokgak ; 17/BH/XXVII.3/X/2011 ;27/10/2011; - ; 1 ; - ; - ;00/01/1900; - ; - ; - ; - ; - ; - ; - 
 106 ; KSU. Makmur Jaya ; Desa Padangbulia ; Sukasada ; 18/BH/XXVII.3/XI/2011 ;28/11/2011; 1 ; - ; 42 ; - ;31/3/2023; 4 ; - ; (57.301.130); 873.320.500 ; 98.678.500 ; (225.787.468); 816.019.370 
 107 ; KSP. Putra Nadi Mandiri ; Kel Seririt ; Seririt ; 19/BH/XXVII.3/XI/2011 ;28/11/2011; 1 ; - ; 23 ; - ;20/04/2025; 3 ; 1 ; 86.201.123 ; 917.944.891 ; 819.497.000 ; 13.075.000 ; 1.004.146.014 
 108 ; KSU. Mahanara ; Desa Pemaron ; Buleleng ; 05/BH/XXVII.3/III/2012 ;20/03/2012; - ; 1 ; - ; - ;00/01/1900; - ; - ; - ; - ; - ; - ; - 
 109 ; KSU. Delima ; Desa Tukadmungga ; Buleleng ; 06/BH/XXVII.3/III/2012 ;30/03/2012; 1 ; - ; 71 ; 1 ;28/02/2026; 2 ; - ; 127.634.368 ; 59.308.469 ; 149.172.886 ; 8.288.844 ; 186.942.837 
 110 ; KSU. Dana Santika ; Desa Bubunan ; Seririt ; 07/BH/XXVII.3/IX/2012 ;05/09/2012; 1 ; - ; 49 ; 1 ;11/03/2026; 13 ; 1 ; 1.318.658.325 ; 516.958.122 ; 1.770.924.960 ; 65.246.848 ; 1.835.616.447 
 111 ; KSU. Samayaji ; Kel. Liligundi ; Buleleng ; 08/BH/XXVII.3/IX/2012 ;05/09/2012; - ; 1 ; 51 ; - ;19/03/2017; - ; - ; 103.266.782 ; 103.266.782 ; 160.791.391 ; 139.580.000 ; 206.533.564 
 112 ; KSU. Numtum Sari ; Desa Pemuteran ; Gerokgak ; 10/BH/XXVII.3/IX/2012 ;05/09/2012; 1 ; - ; 959 ; 1 ;02/04/2026; 6 ; - ; 2.480.623.421 ; 6.040.165.984 ; 4.107.100.000 ; 19.379.754 ; 8.520.789.405 
 113 ; KSU. Prima Mandiri ; Kel. Banyuasri ; Buleleng ; 13/BH/XXVII.3/IX/2012 ;17/09/2012; - ; 1 ; - ; - ;00/01/1900; - ; - ; - ; - ; - ; - ; - 
 114 ; KSU. Silih Ulih ; Desa Bebetin ; Sawan ; 14/BH/XXVII.3/IX/2012 ;17/09/2012; - ; 1 ; - ; - ;00/01/1900; - ; - ; - ; - ; - ; - ; - 
 115 ; KSU. Paramuda Sejahtera ; Desa Anturan ; Buleleng ; 15/BH/XXVII.3/X/2012 ;28/11/2012; - ; 1 ; - ; - ;00/01/1900; - ; - ; - ; - ; - ; - ; - 
 116 ; KSU. Dana Marga ; Desa Petandakan ; Buleleng ; 16/BH/XXVII.3/XI/2012 ;28/11/2012; 1 ; - ; 170 ; 1 ;25/01/2026; 3 ; 1 ; 668.306.759 ; 2.696.029.214 ; 2.252.943.506 ; 45.106.928 ; 3.364.335.973 
 117 ; KSU. Sumber Sari ; Desa Sumberkima ; Gerokgak ; 19/BH/XXVII.3/XII/2012 ;10/12/2012; - ; 1 ; - ; - ;00/01/1900; - ; - ; - ; - ; - ; - ; - 
 118 ; KSU. Mitra Pandawa Mandiri ; Kel. Kaliuntu ; Buleleng ; 01/BH/XXVII.3/I/2013 ;10/01/2013; 1 ; - ; 28 ; - ;22/03/2024; - ; - ; 97.692.792 ; 63.769.972 ; 156.000.000 ; 493.950 ; 161.462.764 
 119 ; KSU. Wira Usaha Usadha Bhakti ; Desa Bungkulan ; Sawan ; 02/BH/XXVII.3/I/2013 ;10/01/2013; 1 ; - ; 37 ; 1 ;13/04/2026; - ; - ; 252.536.060 ; 131.060.940 ; 284.517.500 ; 34.177.500 ; 383.597.000 
 120 ; KSU. Kerti Semaya ; Kel. Kendran ; Buleleng ; 03/BH/XXVII.3/II/2013 ;06/02/2013; - ; 1 ; - ; - ;00/01/1900; - ; - ; - ; - ; - ; - ; - 
 121 ; KSU. Wana Sumber Makmur ; Desa Pejarakan ; Gerokgak ; 02/BH/XXVII.3/IV/2014 ;17/04/2014; 1 ; - ; 100 ; - ;30/8/2021; - ; - ; 64.866.933 ; 4.000.000 ; 12.500.000 ; 3.196.823 ; 68.866.933 
 122 ; KSU Hidup Baru ; Kel. Penarukan ; Buleleng ; 13/BH/XXVII.3/VII/2015 ;30/07/2015; 1 ; - ; 135 ; 1 ;16/01/2026; 2 ; - ; 2.062.049.051 ; 1.058.973.211 ; 1.939.633.000 ; 107.471.574 ; 3.121.022.262 
 123 ; KSU. Arta Dharma Utama ; Desa Banjar ; Banjar ; 25/BH/XXVII.3/VIII/2015 ;31/08/2015; 1 ; - ; 125 ; - ;23/03/2025; 2 ; - ; 223.272.971 ; 78.935.424 ; 232.093.823 ; 1.082.352 ; 302.208.395 
 124 ; KSU. Wahyu Wedana Artha ; Kel. Banyuning ; Buleleng ; 05/BH/XXVII.3/III/2016 ;31/03/2016; - ; 1 ; - ; - ;00/01/1900; - ; - ; - ; - ; - ; - ; - 
 125 ; KSU Karya Mandiri Sejahtera ; Kel. Banyuasri ; Buleleng ; 11/BH/XXVII.3/IV/2016 ;08/04/2016; - ; 1 ; - ; - ;00/01/1900; - ; - ; - ; - ; - ; - ; - 
 126 ; KSU. Amerta Sari Group  ; Desa Pengelatan ; Buleleng ; 15/BH/XXVII.3/IV/2016 ;08/04/2016; 1 ; - ; 20 ; - ;19/05/2018; 1 ; - ; 33.928.000 ; 38.756.000 ; 62.320.000 ; 2.492.800 ; 72.684.000 
 127 ; KSU. Sari Artha Lestari ; Kel. Kendran ; Buleleng ; 21/BH/XXVII.3/IV/2016 ;11/04/2016; - ; 1 ; - ; - ;00/01/1900; - ; - ; - ; - ; - ; - ; - 
 128 ; KSU. Eka Sukma Jaya Abadi ; Desa Kaliasem ; Banjar ; 22/BH/XXVII.3/IV/2016 ;11/04/2016; - ; 1 ; - ; - ;00/01/1900; - ; - ; - ; - ; - ; - ; - 
 129 ; KSU. Dana Abadi ; Desa Pejarakan ; Gerokgak ; 01/BH/XXVII.3/I/2016 ;15/01/2016; 1 ; - ; 47 ; - ;23/06/2019; 2 ; - ; 85.834.486 ; 215.420.468 ; 197.654.250 ; 11.967.825 ; 301.254.954 
 130 ; KSU. Karya Sami Rahayu ; Desa Pejarakan ; Gerokgak ; 17/BH/XXVII.3/IV/2016 ;11/04/2016; 1 ; - ; 23 ; 1 ;07/03/2026; 6 ; 1 ; 204.045.081 ; 902.327.057 ; 920.557.177 ; 8.551.792 ; 1.106.372.138 
 131 ; KSP. Bali Nasional Akuntan ; Kel. Sukasada ; Sukasada ; 01/BH/KDK.22.1/III/2001 ;14/03/2001; 1 ; - ; 1.280 ; 1 ;17/01/2026; 15 ; - ; 2.425.167.739 ; 25.618.602.350 ; 10.929.641.125 ; 286.822.466 ; 28.043.770.089 
 132 ; KSP. Swadaya ; Kel. Banyuning ; Buleleng ; 03/BH/Diskop/IV/2002 ;05/04/2002; 1 ; - ; 284 ; 1 ;25/03/2026; 11 ; 1 ; 470.353.000 ; 2.839.975.391 ; 2.676.543.200 ; 53.869.000 ; 3.310.328.391 
 133 ; KSP. Artha Winangun ; Desa Penuktukan ; Tejakula ; 10/BH/Diskop/VII/2002 ;10/07/2002; 1 ; - ; 46 ; 1 ;18/01/2026; 1 ; - ; 487.748.742 ; 114.152.893 ; 569.489.893 ; 16.614.075 ; 601.901.635 
 134 ; KSP. Lintas Desa Pada Payu ; Banyuning ; Buleleng ; 11/BH/Diskop/VII/2002 ;10/07/2002; 1 ; - ; - ; - ;00/01/1900; - ; - ; - ; - ; - ; - ; - 
 135 ; KSP. Nusa Abadi ; Kel. Banjar Bali ; Buleleng ; 15/BH/Disperindagkop/VIII/2005 ;15/08/2005; 1 ; - ; 766 ; 1 ;14/02/2026; 9 ; - ; 864.608.227 ; 8.250.914.675 ; 6.526.030.213 ; 36.825.900 ; 9.115.522.902 
 136 ; KSP. Urip Sejahtera ; Desa Kubutambahan ; Kubutambahan ; 09/BH/Diskop/X/2003 ;06/10/2003; 1 ; - ; 198 ; - ;12/03/2025; 2 ; 1 ; 177.198.015 ; 661.424.602 ; 660.307.500 ; 26.268.460 ; 838.622.617 
 137 ; KSP. Cipta Mulia ; Desa Bondalem ; Tejakula ; 10/BH/Diskop/IX/2003 ;26/09/2003; 1 ; - ; 907 ; 1 ;21/02/2026; 7 ; 1 ; 5.684.981.633 ; 13.719.453.686 ; 12.508.700.713 ; 277.003.477 ; 19.404.435.319 
 138 ; KSP. Dana Mukti ; Kel. Banyuning ; Buleleng ; 12/BH/Diskop/XI/2003 ;10/11/2003; 1 ; - ; 1.081 ; 1 ;25/01/2026; 14 ; 1 ; 2.524.185.381 ; 19.896.012.954 ; 15.218.986.550 ; 112.508.354 ; 22.420.198.335 
 139 ; KSP. Mekar Sari Banyupoh ; Desa Banyupoh ; Gerokgak ; 03/BH/Diskop/II/2004 ;24/02/2004; 1 ; - ; 657 ; 1 ;21/02/2026; 6 ; 1 ; 1.480.673.287 ; 4.856.813.757 ; 2.809.184.800 ; 35.447.381 ; 6.337.487.044 
 140 ; KSP. Anugrah Sari ; Desa kalianget ; Seririt ; 05/BH/Diskop/V/2004 ;04/05/2004; - ; 1 ; - ; - ;00/01/1900; - ; - ; - ; - ; - ; - ; - 
 141 ; KSP. Wangun Sesana ; Kel. Banyuasri ; Buleleng ; 06/BH/Diskop/V/2004 ;04/05/2004; 1 ; - ; 345 ; 1 ;18/02/2026; 8 ; 1 ; 787.969.342 ; 4.903.550.969 ; 2.596.009.500 ; 77.482.647 ; 5.691.520.311 
 142 ; KSP. Karya Abadi ; Desa Temukus ; Banjar ; 15/BH/Diskop/VIII/2004 ;16/08/2004; 1 ; - ; 31 ; 1 ;08/02/2026; 3 ; 1 ; 91.118.978 ; 106.115.549 ; 196.295.500 ; 2.752.200 ; 197.234.527 
 143 ; KSP. Sari Kumala ; Kel. Banjar Bali ; Buleleng ; 16/BH/Diskop/VIII/2004 ;19/08/2004; - ; 1 ; - ; - ;00/01/1900; - ; - ; - ; - ; - ; - ; - 
 144 ; KSP. LEPP-M3 Putra Mina Samudra ; Kel. Penarukan ; Buleleng ; 17/BH/Diskop/VIII/2004 ;17/08/2004; 1 ; - ; 723 ; 1 ;16/03/2026; 6 ; 1 ; 3.567.083.056 ; 577.773.630 ; 3.580.525.329 ; 63.318.978 ; 4.144.856.686 
 145 ; KSP. Sami Liang ; Kel. Penarukan ; Buleleng ; 23/BH/Diskop/XII/2004 ;20/01/2004; 1 ; - ; 28 ; - ;17/03/2023; 4 ; - ; 192.943.024 ; 843.821.911 ; 862.666.475 ; 14.488.829 ; 1.036.764.935 
 146 ; KSP. Eka Karya Utama ; Kel. Banyuning ; Buleleng ; 01/BH/Diskop/II/2005 ;16/02/2005; 1 ; - ; 30 ; - ;27/03/2023; 5 ; - ; (14.556.948); 931.660.838 ; 500.160.200 ; (99.814.991); 917.103.890 
 147 ; KSP. Artha Guna Bhakti ; Kel. Banjar Tegal ; Buleleng ; 02/BH/Disperindagkop/V/2005 ;25/05/2005; 1 ; - ; 54 ; - ;24/03/2023; 7 ; 1 ; 883.240.532 ; 8.493.062.353 ; 6.330.589.000 ; 23.783.500 ; 9.376.302.885 
 148 ; KSP. Ganesa Studi Grup ; Kel. Banyuasri ; Buleleng ; 03/BH/Disperindagkop/V/2005 ;25/05/2005; 1 ; - ; 104 ; 1 ;11/04/2026; 4 ; - ; 648.970.599 ; 406.795.557 ; 712.697.423 ; 7.961.774 ; 1.055.766.156 
 149 ; KSP. Ayu Luwih ; Desa Pengelatan ; Buleleng ; 06/BH/Disperindagkop/V/2005 ;30/05/2005; - ; 1 ; - ; - ;00/01/1900; - ; - ; - ; - ; - ; - ; - 
 150 ; KSP. Arya Setia Dana ; Kel. Banyuning ; Buleleng ; 07/BH/Disperindagkop/VI/2005 ;15/06/2005; - ; 1 ; - ; - ;00/01/1900; - ; - ; - ; - ; - ; - ; - 
 151 ; KSP. Karya Keluarga Sejahtera ; Desa Menyali ; Sawan ; 17/BH/Disperindagkop/VIII/2005 ;23/08/2005; 1 ; - ; 27 ; - ;26/2/2023; 5 ; - ; 366.213.148 ; 1.164.465.893 ; 1.025.900.000 ; 15.625.047 ; 1.530.679.041 
 152 ; KSP. Panca Pandawa ; Banjar Tegeha ; Banjar ; 32/BH/Disperindagkop/V/2006 ;15/05/2006; - ; 1 ; - ; - ;00/01/1900; - ; - ; - ; - ; - ; - ; - 
 153 ; KSP. Citra Telekomunikasi Mandiri ; Kel. Banjar Bali ; Buleleng ; 39/BH/Disperindagkop/XIII/2006 ;02/08/2006; 1 ; - ; 439 ; 1 ;31/01/2026; 6 ; 1 ; 97.675.368 ; 4.283.085.858 ; 2.926.861.809 ; (5.838.965); 4.380.761.226 
 154 ; KSP. Sanjiwani ; Kel. Banjar Jawa ; Buleleng ; 49/BH/Disperindagkop/XII/2006 ;07/12/2006; 1 ; - ; 204 ; 1 ;22/02/2026; 4 ; - ; 951.357.214 ; 652.148.738 ; 1.556.265.381 ; 46.084.845 ; 1.603.505.952 
 155 ; KSP. Ratna Dana ; Kel. Sukasada ; Sukasada ; 10/BH/XXVII. 3/IX/2007 ;05/09/2007; 1 ; - ; 94 ; 1 ;13/03/2026; 3 ; - ; 256.910.472 ; 133.952.791 ; 313.149.900 ; 6.951.133 ; 390.863.263 
 156 ; KSP. Anugrah Dewata ; Desa Penyabangan ; Gerokgak ; 14/BH/XXVII. 3/XI/2007 ;28/11/2007; 1 ; - ; 140 ; 1 ;16/03/2026; 4 ; 1 ; 122.304.730 ; 2.385.670.340 ; 2.085.815.225 ; 24.938.758 ; 2.507.975.070 
 157 ; KSP. Bina Insani ; Desa Pemaron ; Buleleng ; 24/BH/XXVII. 3/IV/2008 ;23/04/2008; 1 ; - ; 26 ; 1 ;12/04/2026; 1 ; - ; 1.727.635.729 ; 695.255.761 ; 1.691.938.000 ; 40.084.033 ; 2.422.891.490 
 158 ; KSP. Graha Paramitha ; Desa Banyupoh  ; Gerokgak ; 35/BH/XXVII. 3/IX/2008 ;09/09/2008; 1 ; - ; 65 ; 1 ;25/03/2026; 2 ; - ; 94.476.350 ; 249.600.850 ; 301.794.500 ; 3.526.100 ; 344.077.200 
 159 ; KSP. Citra Abadi Jaya ; Banyuasri ; Buleleng ; 46/BH/XXVII. 3/XII/2008 ;23/12/2008; 1 ; - ; 25 ; - ;19/04/2025; 5 ; - ; 117.639.618 ; 662.010.082 ; 673.701.150 ; 4.865.250 ; 779.649.700 
 160 ; KPSP Dwi Tunggal Tirta Sari ; Desa Tejakula ; Tejakula ; 11/BH/Disperindagkop/VII/2005 ;14/07/2005; - ; 1 ; - ; - ;00/01/1900; - ; - ; - ; - ; - ; - ; - 
 161 ; KSP. Mandala Amerta Sedana ; Kel. Banjar Jawa ; Buleleng ; 51/BH/XXVII.3/X/2009 ;02/10/2009; 1 ; - ; 1.202 ; 1 ;21/02/2026; 8 ; 1 ; 1.858.727.203 ; 7.890.745.169 ; 5.298.384.000 ; 83.748.934 ; 9.749.472.372 
 162 ; KSP. Singaraja Agung ; Kel. Banjar Jawa ; Buleleng ; 52/BH/XXVII.3/X/2009 ;02/10/2009; - ; 1 ; - ; - ;00/01/1900; - ; - ; - ; - ; - ; - ; - 
 163 ; KSP. Suryanadi ; Desa Pemaron ; Buleleng ; 54/BH/XXVII. 3/XI/2009 ;10/11/2009; 1 ; - ; 88 ; - ;29/03/2019; 1 ; - ; 53.825.912 ; 50.249.350 ; 103.075.000 ; 3.050.888 ; 104.075.262 
 164 ; KSP. Sari Arta ; Banjar Tegeha ; Banjar ; 69/BH/XXVII. 3/V/2010 ;20/05/2010; 1 ; - ; 35 ; - ;26/04/2025; 2 ; - ; 232.679.603 ; 434.369.710 ; 613.701.150 ; 7.485.150 ; 667.049.313 
 165 ; KSP. Sedana Mertha ; Desa Suwug ; Sawan ; 70/BH/XXVII. 3/V/2010 ;20/05/2010; 1 ; - ; 401 ; - ;26/02/2025; 4 ; - ; 918.094.649 ; 4.641.514.295 ; 1.747.057.000 ; 13.471.706 ; 5.559.608.944 
 166 ; KSP. Sari Dewata ; Desa Banyupoh ; Gerokgak ; 81/BH/XXVII. 3/VIII/2010 ;31/08/2010; 1 ; - ; 96 ; - ;26/3/2023; 6 ; - ; 203.619.615 ; 1.535.740.521 ; 246.865.500 ; (48.850.636); 1.739.360.136 
 167 ; KSP. Jaya Laksmi ; Kel. Kendran ; Buleleng ; 37/BH/XXVII. 3/IX/2008 ;09/09/2008; 1 ; - ; 128 ; - ;30/09/2019; 2 ; - ; 210.903.180 ; 1.337.566.851 ; 1.339.207.600 ; 17.273.123 ; 1.548.470.031 
 168 ; KSP. Bina Usaha Sejahtera ; Desa Banjar ; Banjar ; 01/BH/XXVII.3/I/2011 ;06/01/2011; - ; 1 ; - ; - ;00/01/1900; - ; - ; - ; - ; - ; - ; - 
 169 ; KSP. Swasthi Mandiri ; Kel. Banjar Jawa ; Buleleng ; 09/BH/XXVII.3/IX/2012 ;05/09/2012; 1 ; - ; 434 ; 1 ;30/03/2026; 4 ; - ; 87.121.713 ; 946.341.935 ; 822.380.899 ; (7.135.560); 1.033.463.648 
 170 ; KSP. Budi Diva Amerta ; Kel. Penarukan ; Buleleng ; 17/BH/XXVII.3/XII/2012 ;10/12/2012; - ; 1 ; - ; - ;00/01/1900; - ; - ; - ; - ; - ; - ; - 
 171 ; KSP. Manawa Dharma ; Desa Jagaraga ; Sawan ; 18/BH/XXVII.3/XII/2012 ;10/12/2012; - ; 1 ; - ; - ;00/01/1900; - ; - ; - ; - ; - ; - ; - 
 172 ; KSP. Langgeng Sejahtera ; Desa Bukti ; Kubutambahan ; 04/BH/XXVII.3/I/2015 ;30/01/2015; 1 ; - ; 236 ; - ;22/03/2025; 3 ; - ; 144.128.949 ; 3.396.001.448 ; 2.081.313.000 ; (64.680.168); 3.540.130.397 
 173 ; KSP. Citra Mandiri ; Desa Ambengan ; Sukasada ; 01/BH/XXVII.3/I/2015 ;30/01/2015; 1 ; - ; 37 ; - ;19/2/2024; 5 ; 1 ; 400.854.277 ; 2.783.716.034 ; 509.156.437 ; 52.041.645 ; 3.184.570.311 
 174 ; KSP. Dana Baruna ; Desa Bhaktiseraga ; Buleleng ; 05/BH/XXVII.3/XI/2014 ;10/11/2014; 1 ; - ; 21 ; - ;30/04/2025; 1 ; - ; (129.881.490); 688.120.417 ; 513.062.726 ; (112.167.350); 558.238.927 
 175 ; KSP. Sejahtera Mandiri ; Desa Gobleg ; Banjar ; 03/BH/XXVII.3/I/2015 ;30/01/2015; 1 ; - ; 200 ; 1 ;28/02/2026; 3 ; - ; 500.231.291 ; 513.993.559 ; 300.000.000 ; 5.185.941 ; 1.014.224.850 
 176 ; KSP. Sari Bakti ; Desa Bebetin ; Sawan ; 03/BH/XXVII.3/XI/2014 ;20/10/2014; 1 ; - ; 21 ; - ;26/01/2025; 1 ; - ; 278.078.627 ; 969.036.420 ; 619.580.400 ; 47.742.860 ; 1.247.115.047 
 177 ; KSP. Bali Dwipa Kubutambahan  ; Desa Kubutambahan ; Kubutambahan ; 02/BH/XXVII.3/I/2015 ;30/01/2015; 1 ; - ; 1.000 ; 1 ;14/02/2026; 4 ; 1 ; 2.487.831.070 ; 6.169.503.620 ; 3.975.000.000 ; 92.105.970 ; 8.657.334.690 
 178 ; Koperasi Jasa Persosid Jaya mandiri ; Kel. Sukasada ; Sukasada ; 000010/PAD/DEP.1/1/2019 ;17/04/2014; 1 ; - ; 63 ; 1 ;10/03/2026; 1 ; - ; 225.179.553 ; 4.620.211 ; 173.600.000 ; 6.099.695 ; 229.799.764 
 179 ; KSP. Dana Bersama ; Desa Tinga-Tinga ; Gerokgak ; 08/BH/XXVII.3/V/2015 ;20/05/2015; - ; 1 ; - ; - ;00/01/1900; - ; - ; - ; - ; - ; - ; - 
 180 ; KSP. Manunggal Tama ; Desa Kalibukbuk ; Buleleng ; 09/BH/XXVII.3/V/2015 ;20/05/2015; 1 ; - ; 258 ; - ;27/03/2024; 5 ; - ; 1.423.713.149 ; 4.349.935.532 ; 3.976.026.510 ; 6.484.638 ; 5.773.648.681 
 181 ; KSP. Banua Amerta Sari ; Desa Bulian ; Kubutambahan ; 10/BH/XXVII.3/V/2015 ;20/05/2015; - ; 1 ; - ; - ;00/01/1900; - ; - ; - ; - ; - ; - ; - 
 182 ; KSP. Tri Kusuma ; Kel. Kendran ; Buleleng ; 12/BH/XXVII.3/VII/2015 ;30/07/2015; 1 ; - ; 55 ; - ;20/05/2018; 2 ; - ; 287.764.815 ; 168.051.860 ; 368.613.000 ; 67.712.937 ; 455.816.675 
 183 ; KSP. Maju Jaya ; Desa Pangkung Paruk ; Seririt ; 15/BH/XXVII.3/VII/2015 ;30/07/2015; 1 ; - ; 30 ; 1 ;07/03/2026; 4 ; - ; 356.626.303 ; 89.837.858 ; 391.705.500 ; 19.032.425 ; 446.464.161 
 184 ; KSP. Bina Karya ; Desa Kaliasem ; Banjar ; 18/BH/XXVII.3/VIII/2015 ;31/08/2015; 1 ; - ; 21 ; 1 ;28/02/2026; 3 ; - ; 646.336.159 ; 206.724.016 ; 710.410.000 ; 13.762.760 ; 853.060.175 
 185 ; KSP. Damai Sejahtera ; Desa Sanggalangit ; Gerokgak ; 20/BH/XXVII.3/VIII/2015 ;31/08/2015; 1 ; - ; 320 ; 1 ;11/03/2026; 10 ; - ; 934.367.993 ; 11.360.001.653 ; 4.898.164.000 ; 31.982.440 ; 12.294.369.646 
 186 ; KSP. Wangun Sejahtera ; Desa Pakisan ; Kubutambahan ; 23/BH/XXVII.3/VIII/2015 ;31/08/2015; 1 ; - ; 283 ; 1 ;14/02/2026; 5 ; - ; 587.983.069 ; 4.398.806.350 ; 2.385.686.200 ; 36.053.680 ; 4.986.789.419 
 187 ; KSP. Karya Bersama Sejahtera ; Desa Tembok ; Tejakula ; 24/BH/XXVII.3/VIII/2015 ;31/08/2015; 1 ; - ; 54 ; - ;31/01/2025; 2 ; - ; 239.622.782 ; 428.025.075 ; 647.936.270 ; 2.095.303 ; 667.647.857 
 188 ; KSP. Usaha Beraya Bopeas ; Desa Bondalem ; Tejakula ; 16/BH/XXVII.3/IV/2016 ;08/04/2016; 1 ; - ; 182 ; 1 ;16/01/2026; 7 ; 1 ; 3.217.154.902 ; 6.490.001.464 ; 7.616.500.000 ; 123.973.218 ; 9.707.156.366 
 189 ; KSP. Karang Artha Sedana ; Desa Les ; Tejakula ; 20/BH/XXVII.3/IV/2016 ;11/04/2016; 1 ; - ; 289 ; - ;17/09/2024; 1 ; - ; 295.485.100 ; 138.944.900 ; 324.480.000 ; 69.942.500 ; 434.430.000 
 190 ; KSP. Mitra Sugara Jaya ; Desa Alasangker ; Buleleng ; 09/BH/XXVII.3/IV/2016 ;08/04/2016; 1 ; - ; 388 ; 1 ;08/02/2026; 6 ; - ; 98.207.428 ; 860.777.627 ; 274.486.000 ; 5.545.590 ; 958.985.055 
 191 ; KSP. Ganesha Mertha Utama ; Kel. Astina ; Buleleng ; 18/BH/XXVII.3/IV/2016 ;11/04/2016; 1 ; - ; 28 ; - ;01/03/2025; 8 ; - ; 1.124.628.830 ; 245.210.593 ; 970.735.010 ; (42.087.238); 1.369.839.423 
